origin,destination,passengers
28,44,5304
45,25,75463
39,29,54601
44,28,5438
33,44,4070
33,32,3810
29,44,5658
33,36,29773
42,35,9407
35,44,6017
21,29,91507
42,30,14886
23,37,13821
44,35,5625
44,33,4062
44,29,5584
49,6,105817
38,9,42583
35,19,5149
33,7,289707
43,42,18873
7,33,287871
18,2,549446
42,43,19712
14,22,711515
4,41,279466
24,26,67616
46,11,40392
49,3,170306
26,24,69378
9,22,166943
13,8,260078
2,22,195730
38,5,85099
22,9,164372
27,32,604
36,14,14175
22,12,146594
12,22,150613
41,12,97226
4,44,92330
2,31,97930
36,38,78
22,20,251019
41,33,16960
8,11,179959
42,45,286
41,46,140
44,26,40003
6,22,52432
44,45,158
36,3,204684
42,33,81650
43,41,170
30,22,178405
29,13,76408
35,22,106043
26,33,143076
25,43,78842
35,41,22214
35,43,84780
35,33,139949
38,29,120801
29,45,79547
37,22,155868
29,32,62872
10,29,69429
42,28,42433
50,35,7032
9,31,232246
33,42,83272
22,35,104886
31,36,134392
40,33,2243
35,23,86035
18,30,165977
39,33,11637
29,18,214760
37,23,15500
36,26,55601
33,27,116012
22,30,171011
23,35,86019
35,18,125576
29,43,221529
31,9,243433
41,35,21671
33,41,15752
42,11,10194
8,6,364065
3,29,36427
18,9,1366
9,18,1548
18,44,1733
6,8,367536
44,18,2183
40,24,19310
24,40,18266
44,49,339
18,5,3110
5,18,3061
8,36,35521
9,8,388034
44,37,189
8,23,184048
1,31,81695
2,48,85277
48,2,82059
48,3,140279
49,30,17057
31,1,82350
46,21,3146
23,36,601093
13,41,156829
49,26,5011
22,44,48016
41,4,272780
12,48,11249
48,12,11857
26,44,39798
33,35,142058
42,29,142003
45,33,46325
27,33,116265
21,47,342
47,21,350
8,32,40381
32,8,41738
8,31,714
31,8,776
7,31,23243
8,10,151536
31,7,23833
19,35,2104
19,41,11692
48,1,2806
1,48,2883
31,14,45200
14,31,45466
8,39,9519
41,17,25712
17,41,27440
39,14,3297
31,17,77871
41,1,131796
1,41,136411
