origin,destination,passengers
39,88,4
74,478,4
5,23,248421
40,6,4
73,40,4
40,73,11
478,23,11
78,427,4
4,149,4
79,78,188
30,5,296387
68,136,4
47,29,4
53,74,521
76,18,131310
18,21,226911
341,1,5
19,73,64434
20,55,122156
79,74,5
200,177,5
11,235,5
20,103,5
103,20,5
141,14,179
56,52,5
478,27,23
100,5,13287
124,140,5
62,335,5
27,35,5
26,136,5
63,427,5
30,51,5
38,266,5
145,39,5
7,73,177139
73,7,181669
411,315,6
29,36,250998
23,166,726
88,52,2628
111,214,6
4,91,26419
53,25,20492
26,427,6
161,36,6
161,121,6
52,56,6
14,5,519349
53,411,6
401,272,6
272,401,6
20,52,334
50,157,6
16,5,431824
157,73,6
177,75,6
22,47,117425
186,21,112
100,170,7
315,5,7
350,100,7
114,140,7
158,401,7
19,24,455739
186,26,7
110,57,7
91,44,7
21,110,7
5,50,125051
216,20,7
70,39,126
401,136,7
73,83,7
19,5,117970
51,24,7
22,427,17
10,15,166440
40,194,7
145,4,7
68,91,7
75,161,7
91,137,368
34,2,104339
110,34,108696
36,166,71
33,292,8
3,7,477409
8,35,343343
121,89,22424
161,114,8
373,161,8
5,280,8
145,26,8
23,44,6193
14,478,8
27,22,72851
38,146,180
219,401,8
177,166,8
24,51,8
401,335,8
166,19,19
272,22,9
29,121,41
427,43,9
400,161,9
53,40,9
40,53,9
63,47,9
478,243,9
25,411,10
157,182,10
91,4,26280
311,478,10
401,107,10
411,53,10
335,44,10
68,7,10
19,166,145
157,137,11
229,176,11
36,8,67556
34,219,11
102,12,164
194,29,11
34,243,11
295,5,11
78,57,11
68,25,11
382,300,12
170,53,196
411,425,12
52,170,2439
300,152,12
12,102,12
335,37,12
427,78,12
26,23,320207
176,53,13
73,20,13
20,73,13
155,5,98973
478,209,14
182,102,30
138,23,172
78,22,132
33,86,56251
43,6,882135
182,427,26
7,72,125097
427,135,2
77,140,2
13,125,285
13,182,2
52,155,2
35,35,3
155,106,3
341,157,3
106,341,3
125,13,3
11,52,333852
52,11,337936
427,12,3
112,38,3
38,112,3
252,427,4
427,252,4
47,183,4
0,23,646967
482,5,5
6,5,169161
86,478,5
29,89,69
478,194,6
45,27,3938
432,427,8
145,361,8
478,236,8
47,78,76570
33,5,96873
90,40,10
427,18,12
182,13,12
5,482,13
20,161,14
12,34,1776
10,177,17525
161,1,109476
72,15,2737
21,102,55667
68,75,27834
294,454,24
7,273,1
50,56,238
316,478,2
39,78,169763
79,33,28656
177,22,18359
427,170,2
50,11,87450
62,34,48171
91,161,2
102,18,37614
20,8,503887
1,219,16116
454,58,3144
21,27,232148
112,7,54039
102,7,66641
82,52,277
45,102,58
271,58,57
56,13,63506
8,25,336828
44,175,293
19,21,262829
49,19,76953
28,34,217546
34,176,60
1,38,308568
18,29,600
6,2,645474
52,152,39392
102,107,6
59,28,54440
181,52,142
25,37,96269
40,25,81701
13,19,370297
4,42,137273
35,44,255
99,478,15
32,38,12719
478,74,8
20,30,79623
176,382,1
45,32,1073
215,39,1
37,0,565792
52,74,1
26,37,135352
19,82,1
29,0,337768
22,161,1
13,45,85673
25,41,166
52,17,245556
90,25,1
8,50,125133
25,266,5
238,38,1
6,177,1
177,427,1
39,19,1
3,32,194258
33,111,105
18,32,159879
48,158,2
25,92,947
25,1,476624
250,478,2
25,52,901
52,25,1237
350,72,2
25,114,2
40,12,156787
83,99,2
25,118,2
266,25,5
4,28,163643
28,4,168344
15,182,9503
10,27,42411
40,19,2
68,177,2
40,130,2
102,4,2441
30,83,2
219,30,2
10,43,2
13,239,28
172,204,3
54,28,79588
28,54,83924
32,19,103226
82,194,3
114,27,3
79,5,218
463,478,3
13,40,3
4,401,49
459,58,5176
76,152,4
11,36,166921
80,102,4
266,52,4
91,76,4
114,25,116
175,427,4
194,161,4
33,335,4
68,114,4
10,194,4
25,68,4
105,80,141
259,427,5
38,20,164817
27,34,162116
223,34,5
26,103,10808
114,91,5
161,335,5
25,213,5
22,60,341
350,34,5
335,25,46
24,20,64893
460,20,5
24,8,109087
102,5,763
75,39,94384
30,53,5
53,30,5
334,420,6429
58,459,5258
63,5,375552
214,50,6
34,27,157665
36,19,180572
303,453,6
28,149,11531
25,239,13
136,100,6
58,38,6
478,259,14
463,114,6
75,177,6
219,47,6
158,56,226
56,158,409
121,107,7
149,28,11665
72,115,7
204,25,7
65,91,7
411,102,7
102,181,7
102,40,7
102,177,7
261,35,128
478,437,8
25,235,8
194,32,8
25,91,3865
71,70,8
161,194,8
26,63,8
19,40,8
39,401,8
16,24,83955
33,79,28555
74,24,83986
0,223,9
6,25,320065
235,39,9
27,107,102457
0,113,85799
107,227,10
34,161,10
25,6,314844
52,204,10
27,91,15433
177,291,10
30,25,29418
70,32,451
7,102,60860
107,34,57605
161,38,11
44,6,99676
219,34,11
43,401,68
350,31,11
113,58,11
25,30,29010
420,334,7336
3,51,12
0,5,689068
48,39,12
45,68,12
68,45,12
57,19,26923
19,45,108280
52,382,13
382,52,13
28,99,14
7,37,381106
21,130,291
7,334,11071
13,11,355897
93,74,90
74,7,186117
13,23,422040
74,26,2347
34,67,129760
18,27,213251
437,4,14
21,28,192874
11,28,457
32,25,137955
130,21,271
65,46,15
60,14,80215
80,62,308
243,21,10456
28,21,183399
56,7,91161
107,5,15
108,4,15
14,56,127209
23,467,16
467,23,16
393,289,16
289,393,16
36,25,172862
323,294,16
107,49,16
334,7,11299
314,221,9
0,27,505780
62,0,386702
26,62,3888
411,58,4
3,56,125282
102,357,18
393,248,35
248,393,33
33,7,183607
484,497,36
393,396,32
498,396,18
497,496,19
496,497,19
496,487,19
396,294,19
441,396,82
323,242,7
289,454,13
448,396,20
441,242,21
127,196,22
448,242,25
334,334,10
98,8,193
24,23,1879
120,27,735
362,395,8
33,440,4882
33,273,4322
216,23,30513
33,138,3375
64,24,172138
27,386,717
386,27,847
23,54,67948
33,488,1811
119,258,50
71,335,99
122,3,98157
3,122,97473
341,8,10157
27,499,46
499,27,41
99,45,128
420,7,102
395,27,2627
39,128,109
59,8,247968
336,20,271
421,23,3126
247,23,3910
23,247,5182
69,8,235358
2,395,5925
78,8,187986
45,81,312
67,44,24303
223,99,205
63,20,111339
33,70,27756
51,77,255
153,27,139
499,0,222
45,33,67105
8,97,82890
99,27,81
80,27,1431
20,35,196537
499,29,196
29,208,61
45,23,78219
33,120,15502
8,63,227714
82,33,272
39,8,239151
35,8,340908
488,499,29
244,39,192
39,335,532
67,70,7
499,33,328
33,499,159
71,39,68246
32,24,109481
244,5,26
92,32,182
61,59,152
23,32,126228
22,92,1213
77,29,110
26,24,298597
8,128,32923
29,98,151
8,2,606391
22,336,30
29,8,339427
27,79,6988
81,66,40
336,39,266
80,98,2176
57,34,27687
80,8,65612
2,18,363702
499,79,51
79,499,29
8,34,204081
60,98,10391
33,2,153503
25,48,5251
8,62,48971
499,8,57
23,2,435394
35,67,354
42,39,40574
8,122,27
376,354,4919
476,24,2047
24,476,1832
24,415,1
415,24,1
354,7,418
7,376,621
24,420,1
273,7,1
24,70,74410
70,24,80011
342,341,1
338,31,1
25,35,56042
421,247,133
247,102,2
273,70,2
420,434,2
443,470,32
70,338,2
499,25,2
499,24,2
205,443,28
174,31,2
33,92,300
31,81,9928
35,70,2
39,392,3
105,8,15883
33,42,21329
25,56,316
15,29,73758
5,81,64761
31,499,3
395,395,27
434,434,32
273,273,6
39,39,149
420,420,22
33,105,156
247,247,7
92,411,7
499,121,7
27,395,3541
29,92,114211
24,44,72814
29,276,8
276,29,8
208,29,12
23,23,10
411,1,10
1,29,351302
86,421,31
470,69,11
362,362,66
177,392,12
27,93,4775
93,7,149188
334,93,13
341,341,4698
29,268,30
470,208,33
424,424,15
262,2,55850
395,262,16
417,417,30
118,421,18
23,86,42920
7,434,5856
33,45,67100
102,499,18
60,45,168
45,79,237
79,60,49
442,442,20
27,45,4804
39,417,7396
19,0,1078549
327,342,20
38,71,47698
499,102,21
54,499,51
8,341,9334
34,153,74
153,453,22
138,46,22
357,33,22
470,443,174
69,470,156
99,24,277
443,205,172
44,78,22
7,420,155
50,99,592
97,20,64512
79,45,519
193,357,24
29,129,163440
129,29,167279
25,208,51
478,175,24
499,66,24
66,499,24
24,99,229
339,78,24
225,64,24
26,80,5178
80,26,5165
63,61,236
70,14,37540
62,6,72669
65,14,15030
23,153,95
97,63,1702
63,97,1557
153,34,83
93,362,26
81,192,26
245,31,26
7,499,55
499,7,55
130,28,601
8,244,26
78,44,189
108,151,27
223,119,180
48,7,226238
77,4,168097
29,442,1457
183,39,27
175,478,27
92,61,283
59,97,363
77,39,5297
53,102,3873
336,22,27
169,102,27
81,398,28
488,79,28
79,488,28
192,81,28
77,78,28
258,223,232
295,49,204
5,61,112784
42,73,1942
106,77,243
97,42,28
232,3,26245
206,45,29
123,398,29
27,224,29
398,81,29
349,398,147
119,18,17847
208,183,29
22,392,29
499,48,213
48,499,339
14,70,38015
499,488,29
29,272,1011
66,32,154
32,66,150
53,46,219
4,367,29
216,223,97
97,97,30
27,121,62
3,232,25345
122,33,21313
232,216,333
398,349,153
224,82,184
141,153,30
77,51,231
244,20,192
20,244,30
31,392,30
5,367,4830
411,2,30
39,71,75402
327,97,30
102,169,30
31,22,175568
22,31,179220
223,216,57
24,223,30
223,24,30
15,204,1470
244,78,31
179,135,37
225,135,48
33,124,2017
145,11,32434
11,145,29278
42,14,91706
66,13,108148
0,66,417987
145,33,2876
33,145,2385
60,18,49966
143,14,44539
18,62,52541
261,177,68
177,261,175
38,261,75
261,39,150
39,261,152
3,14,509656
24,0,662504
113,23,48336
18,66,53540
21,33,1477
86,265,19
192,135,19
237,76,19
233,378,20
194,79,1288
18,233,35880
18,33,125573
118,56,23
3,104,53808
216,18,13612
148,0,104626
276,193,26
106,8,40528
8,106,40713
215,128,57
142,71,226
64,16,105496
106,244,181
244,106,345
22,63,77456
214,138,27
336,63,27
367,22,27
97,198,114
33,11,199819
226,14,55732
4,245,28
245,4,28
3,96,80463
160,190,76
65,113,288
13,66,111048
367,63,324
4,244,213
113,33,2401
11,113,17471
104,190,30
0,104,230429
336,61,183
166,0,126554
18,186,31
135,0,186143
145,364,32
88,121,72
185,135,124
199,88,32
62,295,245
23,11,28518
21,23,54474
276,166,33
33,18,127945
80,3,68552
96,3,80957
44,160,33
95,62,219
62,50,327
295,362,34
3,18,305961
214,24,35
32,216,35
81,129,247
129,81,244
249,32,219
82,3,39885
268,228,315
228,268,492
268,88,170
88,268,170
11,249,75
169,268,486
71,4,49048
165,225,37
23,21,60540
3,163,51853
126,128,119
0,74,340320
3,162,105654
162,3,107250
65,3,162627
146,0,43736
32,186,37
32,113,88
74,3,51443
32,138,38
158,3,101168
139,252,39
171,135,148
117,158,39
362,125,39
46,32,59130
0,146,44611
3,85,135347
64,32,115
135,88,249
82,0,333549
158,76,86
18,3,317377
190,82,40
106,5,58062
85,3,135807
17,11,41
233,86,41
33,172,27175
146,3,63374
282,193,86
88,135,212
198,97,156
88,185,41
82,276,185
65,265,41
21,138,41
100,0,144469
121,100,137
18,65,100267
14,226,56197
37,138,86
237,46,41
124,50,41
364,17,41
93,146,477
0,33,309632
50,14,74167
255,229,88
82,193,43
126,106,42
14,255,24645
2,165,84486
73,66,211
118,364,42
0,70,300651
3,170,39737
118,24,89
171,166,42
32,18,158636
3,65,160107
74,49,19901
3,100,41091
27,64,47818
3,80,68364
64,27,44812
179,166,42
32,85,110
290,283,43
11,54,58
54,96,153
193,135,97
141,171,43
104,33,2252
16,64,105020
121,166,43
27,235,256
125,26,64
124,228,43
62,3,97391
74,45,5075
153,37,43
37,153,43
81,119,44
118,85,160
27,0,501040
14,81,61754
199,166,44
225,82,190
106,71,209
37,141,583
93,23,35495
104,3,55024
62,18,51634
74,214,322
282,290,45
282,228,45
46,18,85789
185,88,45
210,165,45
122,146,105
66,138,99
237,232,93
32,146,45
18,216,13927
11,170,114
11,46,158518
0,122,112519
179,228,45
3,88,78482
146,166,45
11,74,73772
193,282,46
56,139,46
0,166,118966
112,171,46
119,76,46
0,112,237726
190,166,46
147,135,85
210,225,47
153,210,275
225,165,47
163,3,54630
147,49,97
64,21,66025
48,190,47
283,93,47
170,3,39237
100,24,11550
0,153,101630
27,18,215205
37,115,4179
0,48,302402
3,74,51505
148,171,48
138,11,1595
193,228,175
186,113,93
86,186,94
45,192,48
3,76,160111
118,96,48
90,85,190
158,232,48
91,61,48
48,37,29994
37,48,31685
104,138,101
0,45,407823
66,251,48
364,138,48
48,216,87
147,3,64582
14,99,90058
18,90,65795
74,88,134
32,147,49
11,48,121779
36,26,123349
0,24,663298
3,82,40683
104,74,50
104,113,50
121,193,50
193,121,50
112,25,146
129,42,50
8,129,18535
14,143,43917
204,16,141
39,155,75915
245,39,19
78,245,19
15,27,217469
11,14,208801
11,50,86445
28,14,258218
14,28,247059
15,6,479266
33,37,110266
28,49,110122
1,20,725123
42,1,409152
11,18,217739
11,42,60947
27,11,174899
16,335,37
14,29,4330
29,1,333291
18,13,279562
65,18,106994
29,499,188
8,499,182
50,499,158
8,1,1006006
14,27,196587
16,499,111
26,11,338793
5,499,45
19,8,40851
11,37,203499
1,8,997570
11,19,697183
37,33,110344
5,1,1014894
13,29,48
335,499,48
28,335,297
499,28,155
19,37,103820
335,14,235
28,8,360147
48,16,81361
14,48,66247
499,335,111
401,16,52
155,1,54
335,33,110
155,4,14759
171,87,139
87,171,68
49,121,145
103,82,285
50,119,219
266,6,219
119,31,58
349,192,24
67,14,20249
119,223,255
235,121,301
121,235,300
119,216,117
216,119,145
105,49,36
49,105,37
11,223,323
268,362,668
362,268,629
14,45,125208
153,121,144
121,153,143
74,129,47
119,87,48
87,119,48
121,268,183
121,71,48
121,125,347
268,121,184
103,60,50
71,121,50
125,121,363
27,268,102
268,27,86
34,70,23283
82,268,131
82,103,114
31,119,59
67,160,60
4,78,41
31,20,277031
1,83,141736
31,4,429983
3,1,919012
482,4,185
9,29,46164
83,68,64
20,10,277999
50,4,32196
4,50,33838
29,31,3434
482,3,37
31,29,3235
20,482,125
4,34,138512
4,482,208
335,11,41
23,38,266
1,34,273012
4,29,178193
11,335,107
5,26,124847
78,79,94
172,33,27858
46,90,20
50,85,52
7,11,398958
11,7,396473
46,186,70
104,23,29828
124,24,2368
46,86,210
80,48,54
60,85,56
45,86,60
67,86,62
124,113,64
62,186,64
172,23,65
124,90,65
32,23,122280
65,11,76716
0,179,48203
29,14,4051
19,23,349901
29,23,2990
335,65,45
1,499,224
179,0,48587
65,499,115
48,335,50
33,26,109092
1,28,365037
482,18,57
65,482,60
89,14,10689
65,39,170
24,29,179928
48,24,119441
14,24,185474
4,11,860957
11,114,24
114,11,26
16,7,294859
55,38,140306
38,55,137999
38,16,30803
150,13,60
17,16,975
17,23,297
17,113,168
214,93,51
17,118,45735
50,86,88
45,65,166
60,50,10
17,26,332190
172,17,54819
16,74,105745
17,46,121641
70,18,49513
7,16,298161
37,21,136119
32,17,260758
16,37,274331
49,17,112175
76,17,39478
229,14,40995
17,32,270451
17,37,260646
168,14,16466
66,16,83342
17,145,55888
265,18,12771
113,48,62
18,121,43177
74,16,107704
16,118,83348
14,168,16619
18,188,1744
17,122,19775
56,17,58457
252,18,35501
17,172,56187
239,17,7514
17,50,135163
17,7,432858
228,0,32543
18,252,33140
17,239,7861
0,276,37522
290,0,32423
37,16,270990
14,117,101510
23,13,436075
124,17,67095
121,18,43919
0,148,102191
16,66,79154
45,17,113967
0,228,30195
21,37,131527
18,378,10309
104,17,82112
17,76,38808
14,229,37407
46,13,104991
96,0,78623
37,11,204162
0,172,54932
17,125,15218
17,88,39059
17,70,65143
276,0,37391
17,160,21603
135,18,10452
0,165,52327
62,17,62741
232,18,31501
193,0,58289
172,0,55364
18,232,28756
189,0,51828
0,225,36010
45,16,80906
18,122,18680
282,0,35653
139,14,46766
17,104,84795
45,24,107987
18,251,32849
185,0,69306
0,189,50515
18,265,12947
225,0,36571
102,0,114206
17,18,362977
0,123,75669
125,0,184382
0,185,67291
14,139,47589
16,45,82122
18,76,121838
0,290,31349
0,282,35958
124,0,83253
14,158,48379
18,139,34492
18,275,23846
275,18,24301
18,135,10713
17,100,31168
125,17,13814
17,56,60638
251,18,34903
117,14,104113
171,0,97519
192,82,45
213,14,67908
0,193,55323
158,14,47805
0,171,95916
0,124,82457
147,0,43115
37,172,190
139,18,33625
0,147,43880
122,17,17523
0,169,132071
378,18,10700
14,174,85468
165,0,53311
73,17,115341
0,190,35832
190,0,35711
7,17,443582
103,17,39772
174,14,85860
16,46,93704
81,17,15802
14,213,66423
17,64,99092
201,14,64353
100,17,28486
42,17,144625
18,46,82877
17,54,16010
118,17,41964
160,17,19036
37,17,257726
17,60,44776
138,17,1438
99,14,91050
169,0,135153
81,0,91098
18,85,66607
17,45,118535
118,18,19220
70,17,62146
17,103,42780
122,18,19060
118,16,88216
18,158,49503
0,73,148950
100,138,210
0,17,884504
17,124,66806
17,93,44824
99,56,1085
18,86,64699
18,88,31765
0,102,114282
16,99,179
66,64,1297
85,17,45851
158,18,49040
81,18,50369
93,17,42982
0,88,207301
172,138,62
46,16,95724
14,103,9900
16,27,141380
17,82,24381
17,62,62900
90,16,105873
17,48,156940
17,81,15529
125,57,401
65,16,163427
27,17,350459
82,17,23613
17,85,43607
0,121,173565
50,17,128017
123,0,73940
88,17,37649
86,16,78392
16,90,106359
64,17,100796
104,18,13450
188,135,67
14,201,65364
13,64,12116
251,56,68
16,79,219
66,17,100268
16,65,165662
16,50,72637
18,11,214296
16,251,68
17,42,144054
0,125,181772
73,0,155924
50,16,70334
17,73,114867
103,14,10730
16,57,136441
42,0,355609
60,17,45101
115,16,149
18,99,83871
99,18,84979
74,23,40493
45,50,861
70,21,50716
88,138,32
124,66,34
56,141,42
88,172,181
46,45,344
17,0,874872
109,48,8960
88,49,55
125,138,170
57,81,48
65,138,50
36,56,93
82,24,40463
7,21,289817
99,90,54
46,48,1342
109,32,56
57,23,73127
27,104,337
3,60,167311
76,113,106
72,138,15159
172,21,483
49,172,107
64,56,222
378,17,112
145,378,61
88,113,134
11,141,61
99,46,205
76,48,121
76,90,63
76,86,63
74,76,6229
109,23,31035
67,113,63
109,74,302
74,37,65
45,48,418
82,85,65
11,72,86426
72,17,52893
93,33,3676
49,265,66
42,23,45440
113,17,1334
50,23,68230
76,138,183
42,32,100218
62,23,20487
36,33,63861
88,23,28585
33,53,94776
11,41,259088
37,44,386
50,37,252
28,62,79322
28,3,313
102,16,219
16,102,1409
102,11,69
51,55,411
55,51,545
26,6,24135
10,35,50545
35,10,54595
16,23,857
46,50,1124
50,46,305
37,7,394179
33,23,8571
11,24,192
3,158,99177
62,27,2034
15,89,108
89,15,63
62,82,180
46,49,237
56,18,100175
45,56,293
49,28,111101
11,65,77611
3,50,188810
499,49,91
49,499,117
46,3,285813
48,11,120563
48,45,265
46,56,330
0,62,384548
49,37,7681
13,65,33755
28,482,185
14,482,82
35,40,268608
44,67,27539
89,0,52
37,46,10353
62,29,38558
45,7,172607
46,7,162085
48,56,457
62,67,157
499,18,40
57,33,80376
23,7,387683
499,14,316
14,499,423
0,499,59
65,28,114564
12,62,74404
31,35,178173
35,31,180198
62,28,91547
26,36,127131
3,62,97424
67,1,228659
7,18,283359
18,7,284147
18,37,125771
45,14,121816
62,7,186210
33,0,303728
6,37,243109
7,65,110877
6,36,245943
36,6,239839
62,56,442
0,19,1070320
28,7,91065
49,102,86
7,3,490566
79,50,623
37,13,233289
401,18,162
14,46,80317
82,18,11740
11,45,108695
7,15,390853
15,7,397097
36,7,217089
62,26,3591
0,56,283735
36,482,65
14,1,706588
37,56,138
28,67,55665
67,28,56824
3,67,75126
14,67,21662
62,14,56173
14,62,55403
56,67,481
49,401,34
62,33,367
82,44,266
45,29,60034
11,158,396
0,67,214249
67,0,211672
1,44,306534
45,26,114894
8,44,271144
34,6,226830
29,56,41192
56,29,41626
26,499,57
22,1,640630
6,23,824533
1,4,791620
499,11,45
20,67,41279
1,62,108953
62,1,102864
48,26,92009
34,1,295215
1,56,225314
56,1,236389
18,67,199
158,1,13904
1,35,445505
114,1,126266
48,36,163
46,67,210
38,1,292504
1,10,748590
10,1,701850
37,14,125828
5,67,98920
67,5,99331
23,19,351377
26,16,294822
11,89,129
6,65,185371
15,48,60775
27,1,370306
1,335,185
401,499,47
499,15,67
15,499,66
34,14,1231
1,36,254696
67,6,12513
36,23,106835
7,44,151389
14,44,80413
46,34,54
14,401,36
13,6,607794
18,15,220652
19,44,2234
50,1,191091
19,3,383547
13,26,296123
46,1,260067
4,44,149916
18,44,63696
56,19,16732
67,23,50
23,67,337
20,45,3481
44,33,72850
67,10,218
14,335,184
5,62,85291
1,33,419481
5,3,735354
35,14,69171
22,14,227486
14,38,32977
38,14,32618
10,14,270895
34,401,45
34,13,669
4,62,60625
1,19,249258
19,1,247628
32,335,148
5,0,695105
5,18,471358
13,1,389692
46,5,124506
18,31,55594
22,48,1079
33,4,343041
54,4,26457
28,35,45486
8,15,208686
46,10,47170
22,8,619979
2,335,36
13,7,496147
36,28,127734
34,35,39076
62,31,84
23,65,51069
46,62,102
35,1,429113
62,11,33296
31,1,465012
37,27,151566
45,13,86014
29,26,137974
26,29,140699
6,67,12861
44,7,161905
31,34,118
15,8,198356
35,33,37077
38,26,86
16,33,38626
0,36,568392
7,62,188621
33,3,204805
7,36,211191
29,3,139558
3,13,677305
44,3,146258
26,65,93982
56,6,185539
4,14,458257
11,44,68891
1,13,385063
65,13,34593
50,26,109083
67,7,69211
1,48,180807
44,10,33179
44,23,8272
26,1,352165
35,45,504
5,65,22821
38,23,81
335,26,97
40,13,42
56,45,104
7,46,164337
44,1,333167
7,14,219683
14,7,218555
67,46,43
26,28,207573
18,1,365948
56,15,7934
3,35,137514
35,20,195947
67,36,169
67,45,414
67,3,74466
29,45,62322
401,45,44
23,14,148170
1,27,370580
44,14,84142
44,46,44
8,14,574899
37,1,206569
33,8,59670
65,5,22338
8,102,44
6,7,684996
0,46,375340
44,62,429
50,13,63136
45,67,1001
7,67,69761
6,18,532983
29,18,1030
45,15,72716
15,45,77348
29,37,44562
46,15,95966
1,23,315632
14,10,272310
2,31,280980
35,56,45
23,8,325279
13,35,12840
23,50,68841
36,44,43681
56,0,281548
36,45,2284
56,11,43994
499,1,286
27,19,193540
45,34,41068
7,29,36470
13,62,9034
62,13,9659
36,401,115
29,35,53558
14,15,145199
8,0,493976
499,4,111
56,4,11410
10,46,48720
80,67,376
0,7,399970
33,65,47437
33,46,106312
7,6,674129
34,0,289298
28,16,47
33,62,207
8,67,130343
3,36,193747
36,3,188001
23,6,822524
67,20,40997
11,6,878379
29,6,248530
6,44,92994
3,44,137168
62,401,105
67,33,47
33,44,69441
10,67,47
8,3,719267
67,401,47
1,6,557315
78,11,112
56,62,158
46,82,242
33,56,3588
3,23,502025
6,62,74843
67,56,180
26,50,114099
28,1,386146
36,46,4926
6,28,340139
19,499,48
15,56,8440
1,37,202930
14,4,461868
46,8,96384
31,102,48
45,401,49
18,6,537065
19,50,105982
36,1,256782
13,14,308719
19,65,64637
34,33,86
16,67,429
35,29,50640
14,35,68635
35,28,43260
11,40,100211
11,35,38415
6,31,54449
18,50,72130
62,36,562
1,80,181070
3,20,263873
401,15,271
1,7,345805
499,5,50
29,16,50
31,67,234
8,33,63104
26,5,124770
5,33,95894
35,7,35512
4,19,284779
35,15,50
28,499,149
7,56,89689
56,102,51
19,18,368597
20,62,46680
11,67,203
10,44,29558
4,499,51
35,62,51
6,10,152547
15,31,51
48,50,1165
7,45,176435
0,11,656357
33,36,63868
15,34,117335
89,482,116
19,11,702994
19,16,620608
44,15,55234
33,34,205
8,46,100675
10,62,614
36,10,38926
23,20,51874
22,11,214976
40,77,53
27,48,91697
46,14,78421
401,104,53
0,34,291330
14,37,127826
14,11,205813
44,56,319
65,19,62884
46,44,53
62,20,45350
14,6,464210
16,48,85584
18,36,116736
11,62,32386
44,45,180
67,11,223
67,102,54
56,31,54
56,46,500
46,102,55
482,33,101
499,13,55
8,36,65734
11,20,95297
49,48,880
104,401,346
13,56,63283
499,16,131
28,26,212548
19,13,373457
499,22,56
13,34,683
335,24,56
10,6,154068
44,36,44591
61,5,109353
401,46,57
56,23,42212
11,499,57
16,19,606253
8,23,323066
56,499,123
28,36,120650
8,28,346356
62,35,58
8,48,54436
34,335,197
10,7,183603
46,401,59
50,19,105811
34,20,47954
29,11,376
1,15,297190
31,56,120
35,36,207
10,48,36278
31,11,115531
335,13,122
48,49,519
56,16,35437
28,2,34746
36,18,112611
11,482,135
56,8,151069
335,2,60
31,62,178
482,25,156
1,40,489528
16,32,225
46,6,295088
39,1,231051
8,482,202
14,34,4146
2,78,3340
36,4,174088
335,34,139
39,15,250
2,34,106163
49,482,62
56,33,3694
15,82,32943
0,1,780357
32,8,232992
39,482,247
15,22,53181
48,13,117800
2,14,379981
482,39,131
0,8,485938
8,18,299294
9,33,202900
335,16,63
482,14,480
24,14,185497
2,22,461745
34,24,143136
34,11,253
56,22,200
89,39,64
24,89,806
89,24,891
482,24,185
22,9,529713
1,18,356227
31,44,254
22,23,92333
16,31,128036
13,335,75
33,49,46460
23,499,142
89,2,66
11,26,335609
89,11,337
56,89,130
13,89,331
39,56,66
46,335,66
23,10,161337
158,482,170
482,158,174
49,89,54772
89,13,67
22,482,67
49,51,388
0,22,296603
4,89,67
31,0,196520
51,23,132
82,36,361
0,28,357561
158,23,152
2,89,68
89,28,124
13,482,132
11,29,360
2,11,402948
482,335,209
499,56,131
23,57,72596
3,33,201077
9,10,670936
24,158,160
23,158,158
482,401,104
22,499,69
15,1,292680
158,38,173
38,158,339
18,22,156020
40,15,69
39,16,69
65,158,157
158,65,153
34,482,190
158,33,316
158,26,3271
26,158,3206
4,56,11737
48,15,57862
18,5,466284
56,39,114
28,10,5997
54,79,161
13,85,44
24,17,82648
57,37,206
23,79,57496
2,44,413076
44,2,453123
64,138,80
21,85,63935
118,113,33
7,24,338507
23,96,70039
48,85,167
42,45,391
53,66,874
27,24,162973
57,138,157
27,65,274
17,57,127758
37,96,5712
7,111,66832
13,121,1
86,0,124047
42,104,9
0,54,267180
42,138,37
189,2,20902
66,145,117
32,16,246
48,88,390
172,64,4
106,173,5
173,106,5
113,16,195
71,77,161
126,31,399
173,126,33
122,0,112079
3,54,184781
0,60,211017
118,14,10592
57,0,374112
45,54,275
62,90,13
138,102,383
106,31,80
76,14,114270
125,24,17
77,31,19231
21,104,36046
104,48,193
61,71,49703
49,186,77
168,188,21
48,104,21
61,2,79666
48,65,752
64,85,22
105,31,22
88,7,119260
132,14,132943
173,55,84
85,118,160
79,0,129198
31,155,152
17,33,108124
7,66,272100
157,31,20219
66,85,94
38,128,29
37,112,190
31,128,23523
38,126,153
16,124,68
172,37,177
16,172,33
16,160,33
18,17,361947
42,18,105396
81,138,33
103,90,33
142,173,34
220,126,35
73,48,35968
32,48,50622
56,138,110
13,122,35
74,56,35
36,66,13476
17,44,632
61,142,233
100,48,36
50,24,102396
45,113,71
17,135,37
77,61,108
200,231,85
46,85,103
31,157,20433
35,9,429008
178,9,117965
9,178,126967
55,40,1045
166,7,80202
14,60,80445
146,14,18872
37,18,129861
3,148,89
8,9,756267
17,36,139382
112,225,40
64,23,59655
86,13,20436
66,86,40
9,173,41
96,23,73050
214,33,8794
74,90,41
16,6,643860
37,64,686
113,18,27420
88,24,3173
7,74,185493
73,64,194
37,113,43
125,64,155
21,82,42266
169,74,186
106,9,162878
37,88,225
86,18,68417
120,18,11129
162,48,90
219,31,45
42,16,36178
118,13,46
192,0,48548
25,241,393
241,25,405
56,118,46
109,66,46
103,64,46
244,126,47
109,125,174
65,86,342
62,48,257
14,237,27078
124,64,49
48,138,125
0,21,668316
9,128,138428
138,0,53406
65,378,51
